_id,orderId,orderDate,orderStatus,orderTotalCost,paymentMethod,customerOrder,totalProducts,deliveryDate,deliveryTime,datesByStatus.In preparation,datesByStatus.In shipment,datesByStatus.Shipped,orderLines.orderLineId,orderLines.orderId,orderLines.productsLines[0].orderLineId,orderLines.productsLines[1].orderLineId,orderLines.productsLines[2].orderLineId,orderLines.productsLines[3].orderLineId,orderLines.productsLines[4].orderLineId,orderLines.productsLines[0].productId,orderLines.productsLines[1].productId,orderLines.productsLines[2].productId,orderLines.productsLines[3].productId,orderLines.productsLines[4].productId,orderLines.productsLines[0].quantity,orderLines.productsLines[1].quantity,orderLines.productsLines[2].quantity,orderLines.productsLines[3].quantity,orderLines.productsLines[4].quantity,orderLines.productsLines[0].originalPrice,orderLines.productsLines[1].originalPrice,orderLines.productsLines[2].originalPrice,orderLines.productsLines[3].originalPrice,orderLines.productsLines[4].originalPrice,orderLines.productsLines[0].discountedPrice,orderLines.productsLines[1].discountedPrice,orderLines.productsLines[2].discountedPrice,orderLines.productsLines[3].discountedPrice,orderLines.productsLines[4].discountedPrice,orderLines.productsLines[0].discountAmount,orderLines.productsLines[1].discountAmount,orderLines.productsLines[2].discountAmount,orderLines.productsLines[3].discountAmount,orderLines.productsLines[4].discountAmount,orderLines.productsLines[0].totalProductPrice,orderLines.productsLines[1].totalProductPrice,orderLines.productsLines[2].totalProductPrice,orderLines.productsLines[3].totalProductPrice,orderLines.productsLines[4].totalProductPrice,datesByStatus.In delivery,datesByStatus.Delivered
65e723db2b05f3456f8e3e28,77,2023-09-07,Delivered,697.46,PayPal,420,16,2023-09-10,18:25,2023-09-07,2023-09-08,2023-09-09,-423,77,-423,-423,-423,-423,,373,37,386,273,,4,2,5,5,,65.84,9.46,23.21,89.72,,55.96,8.04,19.73,71.78,,15,15,15,20,,223.86,16.08,98.64,358.88,,2023-09-10,2023-09-11
65e723db2b05f3456f8e3e29,78,2023-07-29,Delivered,417.42,Cheque,311,6,2023-08-03,1:12,2023-07-29,2023-07-30,2023-07-31,-422,78,-422,-422,-422,,,35,444,409,,,1,4,1,,,91.76,92.97,51.68,,,73.41,74.38,46.51,,,20,20,10,,,73.41,297.5,46.51,,,2023-08-01,2023-08-02
65e723db2b05f3456f8e3e2a,79,2023-03-07,In preparation,460.47,Cheque,73,10,2023-03-11,7:49,2023-03-07,,,-421,79,-421,-421,-421,-421,,454,262,404,127,,4,2,2,2,,39.62,97.35,97.13,1.86,,35.66,77.88,79.65,1.4,,10,20,18,25,,142.63,155.76,159.29,2.79,,,
65e723db2b05f3456f8e3e2b,80,2023-12-09,In delivery,214,PayPal,467,12,2023-12-09,1:34,2023-12-09,2023-12-10,2023-12-11,-420,80,-420,-420,-420,-420,,297,408,274,142,,1,4,2,5,,34.39,24.86,8.11,26.59,,29.23,19.89,6.08,18.61,,15,20,25,30,,29.23,79.55,12.16,93.06,,2023-12-12,
65e723db2b05f3456f8e3e2c,81,2023-09-15,Delivered,360.24,Credit card,11,18,2023-09-20,10:50,2023-09-15,2023-09-16,2023-09-17,-419,81,-419,-419,-419,-419,-419,115,397,378,492,479,2,4,3,5,4,35.2,14.8,22.8,15.68,50.78,26.4,11.1,19.38,12.54,35.55,25,25,15,20,30,52.8,44.4,58.14,62.72,142.18,2023-09-18,2023-09-19
65e723db2b05f3456f8e3e2d,82,2023-11-13,In preparation,482.64,Cheque,52,13,2023-11-15,17:32,2023-11-13,,,-418,82,-418,-418,-418,-418,,436,294,258,391,,4,5,3,1,,99.41,15.7,0.43,70.86,,89.47,14.13,0.32,53.14,,10,10,25,25,,357.88,70.65,0.97,53.14,,,
65e723db2b05f3456f8e3e2e,83,2023-06-27,Shipped,219.49,Credit card,352,9,2023-06-29,23:17,2023-06-27,2023-06-28,2023-06-29,-417,83,-417,-417,-417,-417,,30,160,24,319,,3,2,2,2,,9.38,74.44,40.44,11.87,,8.44,55.83,32.35,8.9,,10,25,20,25,,25.33,111.66,64.7,17.8,,,
65e723db2b05f3456f8e3e2f,84,2024-01-09,In shipment,521.72,Credit card,327,19,2024-01-11,19:17,2024-01-09,2024-01-10,,-416,84,-416,-416,-416,-416,,5,324,125,42,,5,5,5,4,,36.99,40.49,48.38,15.23,,29.59,26.32,41.12,9.14,,20,35,15,40,,147.96,131.59,205.62,36.55,,,
65e723db2b05f3456f8e3e30,85,2023-12-13,In preparation,249.38,Bank transfer,180,4,2023-12-16,17:27,2023-12-13,,,-415,85,-415,-415,,,,17,398,,,,3,1,,,,79.63,68.55,,,,63.7,58.27,,,,20,15,,,,191.11,58.27,,,,,
65e723db2b05f3456f8e3e31,86,2023-10-23,In shipment,844.78,Bank transfer,468,19,2023-10-28,9:28,2023-10-23,2023-10-24,,-414,86,-414,-414,-414,-414,-414,176,176,102,459,87,4,3,5,4,3,99.09,99.09,75.44,47.2,2.1,59.45,59.45,56.58,35.4,1.37,40,40,25,25,35,237.82,178.36,282.9,141.6,4.1,,
65e723db2b05f3456f8e3e32,87,2023-09-18,In preparation,116.93,PayPal,197,4,2023-09-21,9:27,2023-09-18,,,-413,87,-413,,,,,297,,,,,4,,,,,34.39,,,,,29.23,,,,,15,,,,,116.93,,,,,,
65e723db2b05f3456f8e3e33,88,2023-03-27,In preparation,521.73,Bank transfer,200,11,2023-03-31,12:10,2023-03-27,,,-412,88,-412,-412,-412,-412,,146,197,197,268,,1,2,3,5,,0.95,67.99,67.99,66.6,,0.71,47.59,47.59,56.61,,25,30,30,15,,0.71,95.19,142.78,283.05,,,
65e723db2b05f3456f8e3e34,89,2024-02-08,In preparation,287.3,Bank transfer,421,4,2024-02-10,19:50,2024-02-08,,,-411,89,-411,-411,-411,,,471,436,398,,,1,2,1,,,58.93,99.41,68.55,,,50.09,89.47,58.27,,,15,10,15,,,50.09,178.94,58.27,,,,
65e723db2b05f3456f8e3e35,90,2024-02-28,Delivered,242.63,PayPal,400,5,2024-03-03,17:30,2024-02-28,2024-02-29,2024-03-01,-410,90,-410,,,,,223,,,,,5,,,,,97.05,,,,,48.52,,,,,50,,,,,242.63,,,,,2024-03-02,2024-03-03
65e723db2b05f3456f8e3e36,91,2023-05-08,In preparation,402.96,Credit card,400,11,2023-05-09,7:7,2023-05-08,,,-409,91,-409,-409,-409,-409,,328,301,248,391,,3,4,2,2,,78.41,15.35,85.05,70.86,,39.2,10.74,68.04,53.14,,50,30,20,25,,117.61,42.98,136.08,106.29,,,
65e723db2b05f3456f8e3e37,92,2023-09-06,In delivery,408.98,Credit card,394,9,2023-09-09,0:22,2023-09-06,2023-09-07,2023-09-08,-408,92,-408,-408,,,,433,104,,,,5,4,,,,15.69,97.26,,,,11.77,87.53,,,,25,10,,,,58.84,350.14,,,,2023-09-09,
65e723db2b05f3456f8e3e38,93,2023-04-09,In preparation,360.58,Bank transfer,404,8,2023-04-10,21:30,2023-04-09,,,-407,93,-407,-407,-407,-407,-407,209,43,117,31,272,3,1,1,1,2,92.03,82.48,28.08,9.19,21.72,78.23,65.98,23.87,7.81,14.12,15,20,15,15,35,234.68,65.98,23.87,7.81,28.24,,
65e723db2b05f3456f8e3e39,94,2023-06-02,In shipment,816.49,Bank transfer,417,18,2023-06-05,5:58,2023-06-02,2023-06-03,,-406,94,-406,-406,-406,-406,-406,187,130,340,436,471,1,5,4,4,4,54.09,33.15,20.58,99.41,58.93,43.27,28.18,18.52,89.47,50.09,20,15,10,10,15,43.27,140.89,74.09,357.88,200.36,,
65e723db2b05f3456f8e3e3a,95,2024-02-23,Shipped,12.46,Credit card,99,2,2024-02-29,7:9,2024-02-23,2024-02-24,2024-02-25,-405,95,-405,-405,,,,353,8,,,,1,1,,,,4.6,19.4,,,,2.76,9.7,,,,40,50,,,,2.76,9.7,,,,,
65e723db2b05f3456f8e3e3b,96,2023-11-24,In delivery,124.92,Bank transfer,243,8,2023-11-29,22:10,2023-11-24,2023-11-25,2023-11-26,-404,96,-404,-404,,,,390,313,,,,3,5,,,,5.32,25.1,,,,3.99,22.59,,,,25,10,,,,11.97,112.95,,,,2023-11-27,
65e723db2b05f3456f8e3e3c,97,2023-03-31,Shipped,241.78,PayPal,337,9,2023-04-03,15:16,2023-03-31,2023-04-01,2023-04-02,-403,97,-403,-403,-403,,,222,175,265,,,3,3,3,,,5.33,78.13,28.71,,,4.37,54.69,21.53,,,18,30,25,,,13.11,164.07,64.6,,,,
65e723db2b05f3456f8e3e3d,98,2023-06-28,In shipment,303.57,Bank transfer,153,12,2023-06-28,17:40,2023-06-28,2023-06-29,,-402,98,-402,-402,-402,-402,-402,64,483,458,292,263,3,3,1,1,4,51.4,28.16,9.33,75.17,23.94,33.41,18.3,7.93,63.89,19.15,35,35,15,15,20,100.23,54.91,7.93,63.89,76.61,,
65e723db2b05f3456f8e3e3e,99,2023-07-12,In shipment,242.38,PayPal,296,3,2023-07-14,17:17,2023-07-12,2023-07-13,,-401,99,-401,,,,,338,,,,,3,,,,,95.05,,,,,80.79,,,,,15,,,,,242.38,,,,,,
65e723db2b05f3456f8e3e3f,100,2023-08-15,In preparation,111.82,Bank transfer,202,6,2023-08-16,21:20,2023-08-15,,,-400,100,-400,-400,-400,,,40,485,227,,,2,3,1,,,43.26,14.66,25.03,,,25.96,12.46,22.53,,,40,15,10,,,51.91,37.38,22.53,,,,
65e723db2b05f3456f8e3e40,101,2023-06-18,In delivery,256.24,Cheque,343,9,2023-06-18,20:40,2023-06-18,2023-06-19,2023-06-20,-399,101,-399,-399,-399,,,358,437,236,,,2,2,5,,,60.16,18.89,35.85,,,49.33,16.06,25.09,,,18,15,30,,,98.66,32.11,125.47,,,2023-06-21,
65e723db2b05f3456f8e3e41,102,2023-04-11,In shipment,932.41,Cheque,196,17,2023-04-15,17:55,2023-04-11,2023-04-12,,-398,102,-398,-398,-398,-398,-398,24,63,163,1,396,3,5,2,2,5,40.44,84.12,26.29,36.95,96.54,32.35,79.91,18.4,18.48,72.41,20,5,30,50,25,97.06,399.57,36.81,36.95,362.02,,
65e723db2b05f3456f8e3e42,103,2023-08-20,Delivered,126.05,Credit card,81,9,2023-08-26,16:23,2023-08-20,2023-08-21,2023-08-22,-397,103,-397,-397,-397,-397,,88,295,253,139,,2,1,5,1,,31.34,55.39,6.13,24.53,,18.8,41.54,5.21,20.85,,40,25,15,15,,37.61,41.54,26.05,20.85,,2023-08-23,2023-08-24
65e723db2b05f3456f8e3e43,104,2023-07-08,Delivered,483.77,Credit card,321,13,2023-07-15,0:53,2023-07-08,2023-07-09,2023-07-10,-396,104,-396,-396,-396,-396,,77,223,179,259,,4,5,2,2,,23.44,97.05,22.9,81.82,,17.58,48.52,18.32,67.09,,25,50,20,18,,70.32,242.63,36.64,134.18,,2023-07-11,2023-07-12
65e723db2b05f3456f8e3e44,105,2023-07-19,In delivery,132.64,PayPal,172,8,2023-07-20,22:6,2023-07-19,2023-07-20,2023-07-21,-395,105,-395,-395,-395,,,29,228,477,,,2,4,2,,,11.05,11.77,44.82,,,9.39,9.42,38.1,,,15,20,15,,,18.79,37.66,76.19,,,2023-07-22,
65e723db2b05f3456f8e3e45,106,2023-10-11,In delivery,538.66,Bank transfer,360,14,2023-10-16,22:34,2023-10-11,2023-10-12,2023-10-13,-394,106,-394,-394,-394,-394,,282,326,369,179,,1,4,4,5,,69.08,94.61,25.6,22.9,,55.26,85.15,12.8,18.32,,20,10,50,20,,55.26,340.6,51.2,91.6,,2023-10-14,
65e723db2b05f3456f8e3e46,107,2024-02-15,In shipment,274.1,Cheque,125,12,2024-02-22,14:39,2024-02-15,2024-02-16,,-393,107,-393,-393,-393,-393,-393,251,246,332,147,371,2,3,1,2,4,58.07,4.97,75.25,4.87,40.24,49.36,4.08,61.7,2.44,24.14,15,18,18,50,40,98.72,12.23,61.7,4.87,96.58,,
65e723db2b05f3456f8e3e47,108,2023-07-26,In preparation,580.42,PayPal,45,14,2023-08-01,14:36,2023-07-26,,,-392,108,-392,-392,-392,-392,-392,53,178,51,383,170,4,3,2,1,4,33.05,94.11,82.36,85.13,16.83,19.83,84.7,65.89,68.1,11.78,40,10,20,20,30,79.32,254.1,131.78,68.1,47.12,,
65e723db2b05f3456f8e3e48,109,2023-09-22,In delivery,162.36,PayPal,6,5,2023-09-25,19:29,2023-09-22,2023-09-23,2023-09-24,-391,109,-391,-391,,,,420,236,,,,1,4,,,,77.48,35.85,,,,61.98,25.09,,,,20,30,,,,61.98,100.38,,,,2023-09-25,
65e723db2b05f3456f8e3e49,110,2023-08-04,Delivered,1.55,PayPal,281,2,2023-08-09,14:33,2023-08-04,2023-08-05,2023-08-06,-390,110,-390,,,,,314,,,,,2,,,,,1.11,,,,,0.78,,,,,30,,,,,1.55,,,,,2023-08-07,2023-08-08
65e723db2b05f3456f8e3e4a,111,2023-11-03,In shipment,316.24,Bank transfer,260,12,2023-11-09,5:36,2023-11-03,2023-11-04,,-389,111,-389,-389,-389,,,210,334,163,,,5,2,5,,,17.38,91.26,26.29,,,15.64,73.01,18.4,,,10,20,30,,,78.21,146.02,92.01,,,,
65e723db2b05f3456f8e3e4b,112,2023-05-09,Shipped,105.27,Credit card,317,6,2023-05-15,17:6,2023-05-09,2023-05-10,2023-05-11,-388,112,-388,-388,,,,46,162,,,,2,4,,,,76.87,1.67,,,,49.97,1.34,,,,35,20,,,,99.93,5.34,,,,,
65e723db2b05f3456f8e3e4c,113,2023-03-09,In delivery,329.97,PayPal,309,8,2023-03-15,16:47,2023-03-09,2023-03-10,2023-03-11,-387,113,-387,-387,,,,246,466,,,,4,4,,,,4.97,95.63,,,,4.08,78.42,,,,18,18,,,,16.3,313.67,,,,2023-03-12,
65e723db2b05f3456f8e3e4d,114,2024-02-10,In preparation,488.84,Bank transfer,262,13,2024-02-16,4:53,2024-02-10,,,-386,114,-386,-386,-386,,,57,64,413,,,4,4,5,,,29.49,51.4,67.98,,,25.07,33.41,50.98,,,15,35,25,,,100.27,133.64,254.93,,,,
65e723db2b05f3456f8e3e4e,115,2023-12-03,In delivery,307.35,Credit card,394,14,2023-12-05,3:22,2023-12-03,2023-12-04,2023-12-05,-385,115,-385,-385,-385,-385,,106,492,213,103,,4,5,3,2,,69.82,15.68,3.18,16.61,,52.36,12.54,2.86,13.29,,25,20,10,20,,209.46,62.72,8.59,26.58,,2023-12-06,
65e723db2b05f3456f8e3e4f,116,2023-08-05,In delivery,313.57,Cheque,413,7,2023-08-09,23:15,2023-08-05,2023-08-06,2023-08-07,-384,116,-384,-384,,,,131,142,,,,4,3,,,,85.91,26.59,,,,64.43,18.61,,,,25,30,,,,257.73,55.84,,,,2023-08-08,
65e723db2b05f3456f8e3e50,117,2023-07-04,Delivered,384.7,Cheque,168,13,2023-07-05,13:10,2023-07-04,2023-07-05,2023-07-06,-383,117,-383,-383,-383,-383,,472,423,322,195,,1,3,4,5,,20.07,63.25,44.93,6.91,,15.05,60.09,40.44,5.53,,25,5,10,20,,15.05,180.26,161.75,27.64,,2023-07-07,2023-07-08
65e723db2b05f3456f8e3e51,118,2024-01-16,Shipped,285.89,Bank transfer,365,12,2024-01-22,5:53,2024-01-16,2024-01-17,2024-01-18,-382,118,-382,-382,-382,-382,-382,289,139,197,461,69,2,2,2,1,5,5.56,24.53,67.99,51.41,24.1,4.45,20.85,47.59,43.7,19.28,20,15,30,15,20,8.9,41.7,95.19,43.7,96.4,,
65e723db2b05f3456f8e3e52,119,2023-09-30,Delivered,253.42,Credit card,101,5,2023-10-04,5:54,2023-09-30,2023-10-01,2023-10-02,-381,119,-381,-381,,,,34,468,,,,1,4,,,,5.34,73.12,,,,4.81,62.15,,,,10,15,,,,4.81,248.61,,,,2023-10-03,2023-10-04
65e723db2b05f3456f8e3e53,120,2023-09-28,In shipment,650.14,Credit card,480,11,2023-10-05,9:43,2023-09-28,2023-09-29,,-380,120,-380,-380,-380,-380,-380,465,275,377,296,35,1,3,1,1,5,6.83,64.61,79.91,55.58,91.76,5.81,58.15,63.93,38.91,73.41,15,10,20,30,20,5.81,174.45,63.93,38.91,367.04,,
65e723db2b05f3456f8e3e54,121,2023-04-15,Delivered,167.05,Bank transfer,17,5,2023-04-19,11:2,2023-04-15,2023-04-16,2023-04-17,-379,121,-379,,,,,64,,,,,5,,,,,51.4,,,,,33.41,,,,,35,,,,,167.05,,,,,2023-04-18,2023-04-19
65e723db2b05f3456f8e3e55,122,2023-07-10,Shipped,445.93,Bank transfer,100,10,2023-07-10,9:38,2023-07-10,2023-07-11,2023-07-12,-378,122,-378,-378,-378,,,84,269,180,,,2,4,4,,,56.61,42.67,68.69,,,48.12,25.6,61.82,,,15,40,10,,,96.24,102.41,247.28,,,,
65e723db2b05f3456f8e3e56,123,2023-08-16,Shipped,77.09,Bank transfer,170,1,2023-08-21,6:9,2023-08-16,2023-08-17,2023-08-18,-377,123,-377,,,,,74,,,,,1,,,,,85.65,,,,,77.09,,,,,10,,,,,77.09,,,,,,
65e723db2b05f3456f8e3e57,124,2023-09-23,In preparation,544.94,Cheque,86,20,2023-09-24,22:36,2023-09-23,,,-376,124,-376,-376,-376,-376,-376,424,134,40,56,230,5,3,4,5,3,23.48,68.35,43.26,34.67,36.93,16.44,51.26,25.96,27.74,22.16,30,25,40,20,40,82.18,153.79,103.82,138.68,66.47,,
65e723db2b05f3456f8e3e58,125,2024-02-09,Delivered,271.36,PayPal,92,9,2024-02-10,3:18,2024-02-09,2024-02-10,2024-02-11,-375,125,-375,-375,,,,372,46,,,,5,4,,,,20.43,76.87,,,,14.3,49.97,,,,30,35,,,,71.5,199.86,,,,2024-02-12,2024-02-13
65e723db2b05f3456f8e3e59,126,2023-03-28,In preparation,480.29,Credit card,14,9,2023-03-29,7:8,2023-03-28,,,-374,126,-374,-374,-374,,,443,90,320,,,4,4,1,,,34.51,87.31,79.34,,,27.61,78.58,55.54,,,20,10,30,,,110.43,314.32,55.54,,,,
65e723db2b05f3456f8e3e5a,127,2023-03-28,In preparation,295.26,PayPal,234,11,2023-03-30,21:12,2023-03-28,,,-373,127,-373,-373,-373,-373,,431,187,143,88,,2,4,2,3,,7.21,54.09,41.82,31.34,,3.6,43.27,29.27,18.8,,50,20,30,40,,7.21,173.09,58.55,56.41,,,
65e723db2b05f3456f8e3e5b,128,2024-02-11,In delivery,492.67,Bank transfer,382,10,2024-02-12,15:51,2024-02-11,2024-02-12,2024-02-13,-372,128,-372,-372,-372,-372,-372,459,289,252,477,158,1,2,3,2,2,47.2,5.56,90.12,44.82,96.12,35.4,4.45,85.61,38.1,57.67,25,20,5,15,40,35.4,8.9,256.84,76.19,115.34,2024-02-14,
65e723db2b05f3456f8e3e5c,129,2023-05-24,In delivery,412.75,Credit card,423,6,2023-05-29,20:3,2023-05-24,2023-05-25,2023-05-26,-371,129,-371,-371,,,,101,72,,,,2,4,,,,87.87,71.62,,,,70.3,68.04,,,,20,5,,,,140.59,272.16,,,,2023-05-27,
65e723db2b05f3456f8e3e5d,130,2023-06-26,In delivery,646.13,Cheque,147,17,2023-07-02,6:2,2023-06-26,2023-06-27,2023-06-28,-370,130,-370,-370,-370,-370,-370,365,343,61,162,493,3,5,3,1,5,4.02,83.09,29.76,1.67,75.63,3.22,66.47,25.3,1.34,45.38,20,20,15,20,40,9.65,332.36,75.89,1.34,226.89,2023-06-29,
65e723db2b05f3456f8e3e5e,131,2023-04-21,Shipped,125.63,PayPal,200,2,2023-04-21,14:3,2023-04-21,2023-04-22,2023-04-23,-369,131,-369,,,,,495,,,,,2,,,,,66.12,,,,,62.81,,,,,5,,,,,125.63,,,,,,
65e723db2b05f3456f8e3e5f,132,2024-03-04,In delivery,429.71,PayPal,71,15,2024-03-05,11:17,2024-03-04,2024-03-05,2024-03-06,-368,132,-368,-368,-368,-368,,314,427,28,53,,2,3,5,5,,1.11,61.05,60.83,33.05,,0.78,48.84,36.5,19.83,,30,20,40,40,,1.55,146.52,182.49,99.15,,2024-03-07,
65e723db2b05f3456f8e3e60,133,2023-08-25,In delivery,508.75,Bank transfer,164,9,2023-08-28,5:22,2023-08-25,2023-08-26,2023-08-27,-367,133,-367,-367,-367,,,75,92,339,,,3,4,2,,,92.55,71.39,53.96,,,69.41,53.54,43.17,,,25,25,20,,,208.24,214.17,86.34,,,2023-08-28,
65e723db2b05f3456f8e3e61,134,2023-04-29,In preparation,494.28,Cheque,148,13,2023-05-04,19:4,2023-04-29,,,-366,134,-366,-366,-366,-366,,135,295,32,223,,3,4,3,3,,74.73,55.39,33.55,97.05,,37.37,41.54,23.48,48.52,,50,25,30,50,,112.09,166.17,70.45,145.57,,,
65e723db2b05f3456f8e3e62,135,2023-08-26,In delivery,580.56,Credit card,266,13,2023-09-02,10:48,2023-08-26,2023-08-27,2023-08-28,-365,135,-365,-365,-365,-365,-365,139,341,169,186,252,2,2,3,5,1,24.53,95,7.38,62.41,90.12,20.85,77.9,5.54,56.17,85.61,15,18,25,10,5,41.7,155.8,16.61,280.84,85.61,2023-08-29,
65e723db2b05f3456f8e3e63,136,2023-10-19,In shipment,6.86,Bank transfer,406,2,2023-10-22,22:0,2023-10-19,2023-10-20,,-364,136,-364,,,,,157,,,,,2,,,,,5.72,,,,,3.43,,,,,40,,,,,6.86,,,,,,
65e723db2b05f3456f8e3e64,137,2024-02-10,In delivery,255.81,Bank transfer,77,7,2024-02-11,0:31,2024-02-10,2024-02-11,2024-02-12,-363,137,-363,-363,-363,,,53,293,341,,,4,1,2,,,33.05,27.59,95,,,19.83,20.69,77.9,,,40,25,18,,,79.32,20.69,155.8,,,2024-02-13,
65e723db2b05f3456f8e3e65,138,2023-04-11,Delivered,469.38,Bank transfer,264,12,2023-04-15,23:58,2023-04-11,2023-04-12,2023-04-13,-362,138,-362,-362,-362,-362,-362,300,82,177,131,154,2,1,5,2,2,53.11,52.19,23.29,85.91,66.15,39.83,42.8,19.8,64.43,59.54,25,18,15,25,10,79.66,42.8,98.98,128.87,119.07,2023-04-14,2023-04-15
65e723db2b05f3456f8e3e66,139,2023-04-19,In shipment,482.08,Cheque,290,6,2023-04-23,7:43,2023-04-19,2023-04-20,,-361,139,-361,-361,-361,,,95,234,400,,,1,4,1,,,89.05,98.38,68.24,,,80.14,88.54,47.77,,,10,10,30,,,80.14,354.17,47.77,,,,
65e723db2b05f3456f8e3e67,140,2024-01-21,Delivered,196.02,Cheque,276,5,2024-01-25,4:9,2024-01-21,2024-01-22,2024-01-23,-360,140,-360,,,,,328,,,,,5,,,,,78.41,,,,,39.2,,,,,50,,,,,196.02,,,,,2024-01-24,2024-01-25
65e723db2b05f3456f8e3e68,141,2024-01-02,Delivered,838.14,Cheque,145,16,2024-01-03,8:50,2024-01-02,2024-01-03,2024-01-04,-359,141,-359,-359,-359,-359,-359,306,279,410,384,382,4,5,2,2,3,61.41,91.18,78.5,80.23,1.06,46.06,82.06,64.37,56.16,0.85,25,10,18,30,20,184.23,410.31,128.74,112.32,2.54,2024-01-05,2024-01-06
65e723db2b05f3456f8e3e69,142,2024-02-26,In preparation,318.89,PayPal,381,8,2024-02-29,21:47,2024-02-26,,,-358,142,-358,-358,,,,216,69,,,,3,5,,,,87.25,24.1,,,,74.16,19.28,,,,15,20,,,,222.49,96.4,,,,,
65e723db2b05f3456f8e3e6a,143,2023-08-24,Delivered,228.98,Credit card,20,18,2023-08-25,3:11,2023-08-24,2023-08-25,2023-08-26,-357,143,-357,-357,-357,-357,,470,450,349,447,,5,5,3,5,,64.57,1.19,8.26,2.66,,38.74,0.71,7.02,2.13,,40,40,15,20,,193.71,3.57,21.06,10.64,,2023-08-27,2023-08-28
65e723db2b05f3456f8e3e6b,144,2023-11-06,Delivered,496.58,Cheque,433,6,2023-11-10,9:33,2023-11-06,2023-11-07,2023-11-08,-356,144,-356,-356,,,,79,104,,,,1,5,,,,84.15,97.26,,,,58.91,87.53,,,,30,10,,,,58.91,437.67,,,,2023-11-09,2023-11-10
65e723db2b05f3456f8e3e6c,145,2024-02-28,In preparation,440.8,Credit card,124,21,2024-03-02,19:24,2024-02-28,,,-355,145,-355,-355,-355,-355,-355,397,306,98,421,78,4,5,5,5,2,14.8,61.41,31.56,4.78,23.87,11.1,46.06,23.67,3.82,14.32,25,25,25,20,40,44.4,230.29,118.35,19.12,28.64,,
65e723db2b05f3456f8e3e6d,146,2023-05-03,In delivery,256.37,Bank transfer,307,6,2023-05-05,23:5,2023-05-03,2023-05-04,2023-05-05,-354,146,-354,-354,-354,,,91,193,84,,,1,4,1,,,16.54,66.66,56.61,,,8.27,49.99,48.12,,,50,25,15,,,8.27,199.98,48.12,,,2023-05-06,
65e723db2b05f3456f8e3e6e,147,2023-10-28,In preparation,663.57,Credit card,203,15,2023-10-28,2:10,2023-10-28,,,-353,147,-353,-353,-353,-353,-353,329,17,113,418,35,2,2,2,5,4,63.51,79.63,32.27,25.51,91.76,50.81,63.7,25.82,17.86,73.41,20,20,20,30,20,101.62,127.41,51.63,89.28,293.63,,
65e723db2b05f3456f8e3e6f,148,2023-08-03,Shipped,397.56,Bank transfer,33,11,2023-08-06,20:16,2023-08-03,2023-08-04,2023-08-05,-352,148,-352,-352,-352,-352,,130,438,207,14,,1,2,5,3,,33.15,73.6,3.25,93.53,,28.18,51.52,2.76,84.18,,15,30,15,10,,28.18,103.04,13.81,252.53,,,
65e723db2b05f3456f8e3e70,149,2024-01-09,In delivery,358.36,Cheque,104,8,2024-01-12,9:48,2024-01-09,2024-01-10,2024-01-11,-351,149,-351,-351,-351,,,240,402,110,,,1,3,4,,,41.22,88.35,36.02,,,37.1,66.26,30.62,,,10,25,15,,,37.1,198.79,122.47,,,2024-01-12,
65e723db2b05f3456f8e3e71,150,2024-02-01,In shipment,175.25,Cheque,131,5,2024-02-07,10:24,2024-02-01,2024-02-02,,-350,150,-350,-350,-350,,,425,5,129,,,2,2,1,,,70.98,36.99,51.48,,,42.59,29.59,30.89,,,40,20,40,,,85.18,59.18,30.89,,,,
65e723db2b05f3456f8e3e72,151,2024-01-17,In delivery,260.74,Credit card,171,6,2024-01-18,22:8,2024-01-17,2024-01-18,2024-01-19,-349,151,-349,-349,-349,,,233,47,445,,,1,1,4,,,45.63,11.3,59.62,,,36.5,9.61,53.66,,,20,15,10,,,36.5,9.61,214.63,,,2024-01-20,
65e723db2b05f3456f8e3e73,152,2023-03-07,In delivery,157.29,Bank transfer,117,5,2023-03-13,14:1,2023-03-07,2023-03-08,2023-03-09,-348,152,-348,-348,,,,68,260,,,,4,1,,,,32.65,79.12,,,,24.49,59.34,,,,25,25,,,,97.95,59.34,,,,2023-03-10,
65e723db2b05f3456f8e3e74,153,2023-04-02,Delivered,64.44,Bank transfer,4,6,2023-04-09,1:16,2023-04-02,2023-04-03,2023-04-04,-347,153,-347,-347,,,,6,30,,,,1,5,,,,27.79,9.38,,,,22.23,8.44,,,,20,10,,,,22.23,42.21,,,,2023-04-05,2023-04-06
65e723db2b05f3456f8e3e75,154,2023-11-28,Shipped,882.25,Cheque,69,14,2023-11-29,22:25,2023-11-28,2023-11-29,2023-11-30,-346,154,-346,-346,-346,-346,-346,33,167,101,219,248,1,3,3,4,3,25.42,98.52,87.87,70.59,85.05,20.34,68.96,70.3,60,68.04,20,30,20,15,20,20.34,206.89,210.89,240.01,204.12,,
65e723db2b05f3456f8e3e76,155,2023-05-24,In delivery,235.09,Bank transfer,249,8,2023-05-30,20:52,2023-05-24,2023-05-25,2023-05-26,-345,155,-345,-345,,,,337,204,,,,5,3,,,,28.36,47.68,,,,21.27,42.91,,,,25,10,,,,106.35,128.74,,,,2023-05-27,
65e723db2b05f3456f8e3e77,156,2023-07-11,Shipped,14.42,PayPal,500,3,2023-07-14,13:39,2023-07-11,2023-07-12,2023-07-13,-344,156,-344,,,,,34,,,,,3,,,,,5.34,,,,,4.81,,,,,10,,,,,14.42,,,,,,
