x,y,place,population,surface,Environnement,Transports,Sécurité,Santé,Sports et loisirs,Culture,Enseignement,Commerces,Qualité de vie
-0.17571032,0.7070576,Castéra-Lou,154,4.87,4.04,0.94,5.41,1.46,9.78,1.48,6.69,6.04,0.39
-0.17773972,0.70881206,Castéra-Loubix,50,3.42,3.13,5.57,8.45,9.12,3.56,0.9,8.46,4.49,7.37
-0.17064534,0.7146283,Castéra-Verduzan,830,20.14,2.15,9.03,2.4,8.84,2.37,7.25,1.37,1.21,1.26
-0.16795146,0.7047661,Castéra-Vignoles,54,4.19,0.06,4.21,2.88,7.14,5.66,0.82,1.98,1.71,0.02
-0.16058104,0.7009227,Castéras,30,1.84,0.31,8.17,9.58,7.32,7.14,4.9,6.12,7.36,9.15
-0.17020254,0.7058677,Casterets,5,,8.81,7.79,,3.5,5.39,3.59,4.92,9.84,8.42
-0.16505207,0.7151839,Castéron,58,11.09,8.17,1.17,9.87,7.72,3.43,8.37,2.42,0.8,2.4
-0.18362962,0.70405304,Castet,155,23.65,8.74,0.88,3.27,6.09,0.76,9.43,2.56,8.5,2.74
-0.16660474,0.7169989,Castet-Arrouy,144,8.04,9.35,1.55,0.43,5.16,2.06,4.94,5.16,7.32,5.9
-0.187219,0.7103721,Castetbon,157,14.16,8.68,2.23,4.13,0.98,1.89,9.17,6.06,0.74,9.6
-0.18597087,0.71161205,Castétis,657,9.03,7.93,5.2,6.8,9.65,1.85,7.24,6.86,7.75,2.64
-0.18733256,0.70938927,Castetnau-Camblong,367,11.47,0.83,8.59,9.28,3.77,7.52,7.93,4.93,6.35,7.72
-0.18650196,0.7112938,Castetner,147,6.57,0.09,7.98,1.82,5.12,9.33,7.83,5.06,6.01,5.37
-0.17965779,0.7120084,Castetpugon,170,7.41,2.28,1.5,3.76,9.43,5.66,0.31,1.71,1.57,6.45
-0.18994741,0.7197816,Castets,1808,91.4,6.56,7.18,8.12,1.4,7.71,8.05,4.86,5.28,4.23
-0.17543842,0.72890466,Castets-en-Dorthe,1124,8.58,5.61,1.47,1.49,6.69,4.12,5.63,4.69,0.02,8.01
-0.17352188,0.70759,Castex,88,5.46,2.52,3.78,9.15,6.98,7.73,4.7,6.24,9.52,7.56
-0.16158722,0.7017362,Castex,73,7.17,4.06,6.36,9.22,4.12,0.77,2.86,8.82,1.48,8.83
-0.17788833,0.71698314,Castex-d'Armagnac,111,,5.97,3.56,,1.25,1.32,0.68,4.93,7.73,8.41
-0.16492246,0.70525163,Casties-Labrande,97,8.92,2.26,9.19,8.71,4.09,8.43,6.92,7.64,0.38,4.88
-0.06345757,0.67855597,Castifao,152,42.44,7.81,8.54,2.36,3.6,9.31,9.89,3.17,6.17,6.57
-0.063335575,0.6770633,Castiglione,25,23.26,8.76,5.74,4.6,1.26,8.69,5.24,1.38,5.03,1.99
-0.16737534,0.81003785,Castillon,308,11.1,1.72,6.47,3.4,4.89,5.52,3.51,0.56,2.91,8.53
-0.08251912,0.70326555,Castillon,282,7.59,2.71,6.28,1.4,2.67,0.18,2.38,5.19,4.25,7.58
-0.17562366,0.70286286,Castillon,98,3.38,5.97,3.26,5.5,9.87,9.77,3.41,2.21,8.2,8.98
-0.17500077,0.72863376,Castillon-de-Castets,215,4.54,0.98,2.68,8.43,7.37,8.43,5.74,8.06,3.27,8.8
-0.17248873,0.69728196,Castillon-de-Larboust,83,28.12,4.29,7.37,4.51,0.17,0.99,4.88,4.52,0.32,3.6
-0.16737682,0.7021852,Castillon-de-Saint-Martory,259,11.07,3.2,2.76,0.6,3.02,8.59,2.76,2.3,8.04,3.16
-0.17356007,0.7138576,Castillon-Debats,301,35.52,2.22,0.14,7.08,6.24,5.74,1.1,4.72,7.36,3.04
-0.11887348,0.7095434,Castillon-du-Gard,943,17.88,8.94,3.03,5.69,4.41,1.24,4.27,3.0,3.32,5.11
-0.15801266,0.8051163,Castillon-en-Auge,130,7.38,5.27,0.45,0.11,7.59,5.34,4.43,4.2,6.04,9.84
-0.16582108,0.6981391,Castillon-en-Couserans,424,5.06,2.08,0.89,2.22,1.99,3.3,4.54,8.08,0.72,9.01
-0.17315172,0.7337063,Castillon-la-Bataille,3113,5.7,3.8,3.04,2.2,3.48,0.39,9.16,3.38,4.6,3.61
-0.16951,0.7129117,Castillon-Massas,197,9.81,4.23,3.41,1.41,1.54,5.85,3.4,9.34,3.53,4.08
-0.16447632,0.7093701,Castillon-Savès,206,12.08,1.05,7.29,9.77,3.56,7.81,2.59,7.23,9.02,3.63
-0.18427338,0.71126616,Castillon(Canton d'Arthez-de-Béarn),244,6.89,3.73,1.76,0.49,0.72,7.7,4.86,5.83,5.06,6.11
-0.17865704,0.7103939,Castillon(Canton de Lembeye),57,4.74,3.16,4.05,5.18,1.78,4.56,9.32,5.95,8.43,3.34
-0.16604137,0.72881216,Castillonnès,1325,,5.14,6.41,,0.27,4.73,9.87,6.7,7.79,5.26
-0.16969287,0.8118249,Castilly,249,12.47,7.7,3.08,4.08,8.05,8.53,7.41,2.62,0.62,0.35
-0.16958258,0.7124333,Castin,261,11.4,2.39,9.06,1.62,3.19,3.17,6.21,5.42,4.83,1.21
-0.061124437,0.676989,Castineta,53,9.47,2.85,8.71,3.31,0.84,4.19,5.15,3.44,5.13,9.75
-0.063182615,0.67631334,Castirla,186,24.59,3.04,0.62,3.5,4.97,8.48,5.03,3.91,8.0,5.49
-0.12068061,0.81268704,Castres,164,5.78,9.05,8.45,7.02,0.76,1.86,8.33,8.29,5.68,2.26
-0.14869875,0.7073943,Castres,43496,98.9,6.29,5.38,3.3,1.69,1.7,2.18,3.26,9.31,0.83
-0.17855506,0.73194385,Castres-Gironde,1512,,4.64,4.21,,0.73,9.91,8.02,0.86,1.35,1.29
-0.12664169,0.705392,Castries,5146,24.09,5.5,9.93,4.33,6.55,6.31,0.2,6.89,0.43,6.21
-0.14272381,0.8109932,Catenay,651,5.91,0.07,0.14,4.34,8.71,5.94,9.91,9.41,3.38,5.44
-0.1299301,0.8063346,Catenoy,1094,12.61,7.44,5.6,8.36,7.49,0.2,7.24,2.66,9.71,4.91
-0.0661831,0.67990434,Cateri,219,3.23,8.32,5.46,3.79,6.5,4.93,2.64,9.85,6.24,7.25
-0.17282023,0.69747466,Cathervielle,30,3.66,8.6,0.32,2.83,8.87,7.95,5.57,2.45,9.18,5.84
-0.13351336,0.81194514,Catheux,114,11.84,8.41,3.17,3.34,7.67,0.23,0.73,8.66,2.77,0.16
-0.12442571,0.8103162,Catigny,182,6.75,3.32,4.04,9.31,2.49,8.07,3.82,5.54,6.77,0.03
-0.13109492,0.8091691,Catillon-Fumechon,517,,1.76,8.06,,0.81,6.68,4.66,4.59,5.69,0.45
-0.11553801,0.8166982,Catillon-sur-Sambre,846,13.41,3.27,3.92,6.86,1.25,1.36,9.67,0.45,9.44,0.96
-0.1490338,0.6903182,Catllar,639,8.07,7.89,3.91,1.15,1.49,2.93,6.33,0.56,1.4,0.76
-0.16448528,0.71098715,Catonvielle,62,3.09,7.48,3.65,2.34,5.87,3.48,7.01,8.05,0.4,4.06
-0.11882397,0.8183172,Cattenières,674,5.4,5.74,3.46,0.5,2.85,6.19,4.79,1.45,5.65,0.26
-0.08790206,0.8015802,Cattenom,2272,25.73,4.25,9.44,5.81,8.12,4.24,8.43,5.57,4.78,8.58
-0.17545266,0.81441295,Catteville,105,4.68,0.23,8.95,0.96,9.49,3.24,6.46,0.05,1.92,0.63
-0.15721034,0.7255484,Catus,906,21.35,4.46,3.68,1.22,7.12,5.87,0.33,7.5,4.37,8.96
-0.17128877,0.8127517,Catz,109,,5.35,9.43,,2.11,7.9,9.98,7.6,8.8,7.77
-0.17211005,0.72292507,Caubeyres,135,14.55,1.26,7.64,8.91,7.59,6.83,2.45,2.92,3.38,0.45
-0.16278076,0.71165633,Caubiac,193,8.11,8.2,6.68,5.57,7.95,7.42,4.33,3.81,6.61,0.62
-0.18233058,0.70996445,Caubios-Loos,411,7.26,4.77,6.45,1.03,4.16,5.04,8.49,4.26,4.37,5.2
-0.17131548,0.72873706,Caubon-Saint-Sauveur,241,11.5,0.83,3.66,0.55,3.16,1.96,4.59,9.27,9.09,6.53
-0.17180054,0.70495445,Caubous,38,3.88,3.97,3.92,6.72,2.9,7.3,8.54,1.76,8.95,5.25
-0.17247275,0.6981084,Caubous,12,4.0,3.94,4.04,7.46,2.14,4.88,3.35,4.29,4.51,3.27
-0.14800023,0.7058104,Caucalières,297,12.82,8.61,6.6,7.3,6.0,6.92,6.79,6.35,3.33,3.22
-0.12756838,0.8261359,Cauchy-à-la-Tour,2856,3.14,3.18,4.77,0.85,9.85,5.51,3.44,8.91,7.1,4.83
-0.12652887,0.8240604,Caucourt,277,5.6,4.38,6.2,6.4,7.35,6.61,9.88,9.38,3.16,9.51
-0.2012081,0.79247177,Caudan,6744,42.44,5.46,6.28,9.06,3.05,6.66,5.37,5.86,0.48,1.72
-0.14933766,0.8123621,Caudebec-en-Caux,2342,,6.72,8.09,,4.78,6.44,0.97,7.58,4.48,0.66
-0.14680596,0.8076314,Caudebec-lès-Elbeuf,9904,,5.19,1.04,,7.65,8.06,1.1,7.37,1.67,5.09
-0.14844422,0.703306,Caudebronde,150,6.55,8.88,4.35,5.65,5.54,2.34,8.62,2.19,9.18,8.24
-0.16591537,0.71930414,Caudecoste,910,17.27,6.37,3.46,1.09,7.44,9.01,5.29,9.01,3.3,1.8
-0.15349072,0.698782,Caudeval,153,7.28,2.12,5.38,4.42,6.91,6.19,3.54,9.26,8.97,7.36
-0.15252157,0.6896901,Caudiès-de-Conflent,6,6.49,0.26,2.51,8.66,6.69,4.28,6.2,7.67,2.46,2.74
-0.14915644,0.6934503,Caudiès-de-Fenouillèdes,598,37.85,0.79,8.67,0.11,8.88,9.53,6.8,2.83,6.59,3.15
-0.1752564,0.7291756,Caudrot,933,6.16,2.61,4.55,0.0,7.8,9.32,2.44,3.54,6.69,1.35
-0.117996134,0.81791383,Caudry,13469,13.03,2.82,2.12,9.85,5.97,0.39,5.04,4.12,6.05,2.47
-0.13073921,0.80555445,Cauffry,2300,4.72,1.04,6.39,8.63,2.51,2.65,3.88,0.4,3.75,5.89
-0.14746274,0.803105,Caugé,746,11.61,2.45,8.99,4.18,8.45,8.53,4.38,9.29,2.02,3.17
-0.15921257,0.703676,Caujac,437,10.83,3.46,7.93,4.76,2.12,3.92,5.53,7.41,1.32,8.48
-0.121987276,0.8139439,Caulaincourt,121,5.92,2.81,9.86,7.79,9.1,8.28,9.14,6.73,5.57,9.12
-0.13571036,0.81456655,Caulières,186,5.51,2.16,2.58,5.73,7.84,5.15,0.68,9.63,0.35,4.88
-0.118515335,0.81732446,Caullery,448,,4.12,7.09,,3.72,5.02,7.16,4.09,3.34,0.75
-0.18589947,0.7975576,Caulnes,2016,32.55,7.51,6.15,6.8,9.34,7.19,7.82,8.93,5.28,1.7
-0.13275005,0.82310975,Caumont,206,9.6,6.68,5.19,6.91,1.72,4.16,0.46,1.22,6.32,3.43
-0.17321096,0.7308577,Caumont,122,7.59,6.61,4.97,9.12,9.45,3.16,2.35,7.44,4.26,9.66
-0.12179388,0.809801,Caumont,474,5.8,5.81,0.04,8.86,0.26,4.15,3.83,4.32,3.31,4.52
-0.14797987,0.80928487,Caumont,995,6.09,3.39,1.71,7.86,4.63,9.18,2.06,1.74,7.55,7.12
-0.16296543,0.7170715,Caumont,263,15.28,0.31,6.32,0.04,0.94,0.17,9.88,2.7,7.73,2.81
-0.17765681,0.71392995,Caumont,103,7.06,6.91,6.51,8.05,2.97,8.26,9.47,0.11,9.24,3.26
-0.1648679,0.69989496,Caumont,313,,0.72,7.89,,1.29,5.28,2.21,8.47,3.12,2.83
-0.16785794,0.80812544,Caumont-l'Éventé,1192,6.41,9.04,0.28,7.94,3.82,0.59,1.6,5.74,5.29,3.85
-0.11412978,0.70760375,Caumont-sur-Durance,4253,18.3,7.04,1.86,5.26,4.34,8.07,5.34,6.77,1.93,6.11
-0.17174208,0.7260922,Caumont-sur-Garonne,545,11.71,2.39,6.17,5.33,0.04,5.91,5.25,8.52,9.9,4.17
-0.16467045,0.8051,Caumont-sur-Orne,75,,5.31,1.33,,4.97,5.32,2.93,5.81,4.95,6.23
-0.18401563,0.71678555,Cauna,389,12.86,0.04,5.77,6.04,9.73,4.47,6.98,5.3,6.96,9.21
-0.1671973,0.75646883,Caunay,173,14.5,0.27,8.32,4.36,4.34,0.63,4.84,9.76,4.94,7.65
-0.19017887,0.71382564,Cauneille,704,15.3,6.81,7.23,1.1,5.37,0.16,4.22,1.93,9.36,5.87
-0.14584708,0.70201564,Caunes-Minervois,1476,28.69,2.24,9.43,3.81,5.81,9.34,5.73,5.42,9.49,8.02
-0.14806058,0.6971413,Caunette-sur-Lauquet,4,0.0,8.83,4.8,5.37,0.36,0.72,9.35,4.07,6.44,8.67
-0.1462031,0.69744986,Caunettes-en-Val,36,8.76,5.89,7.64,4.27,2.77,3.89,8.95,4.18,6.66,1.34
-0.18565436,0.71536547,Caupenne,361,15.2,1.58,9.03,7.49,1.8,9.74,0.23,6.46,0.03,6.28
-0.17689379,0.7155179,Caupenne-d'Armagnac,377,21.81,6.57,9.11,6.89,4.16,3.47,5.25,2.51,7.33,3.9
-0.111662365,0.8025796,Caurel,604,9.75,4.27,0.67,1.57,3.16,8.01,8.54,0.96,6.61,5.34
-0.19614293,0.79856247,Caurel,387,13.16,8.04,9.5,5.75,5.0,2.52,7.01,2.37,7.67,0.22
-0.06669208,0.6685909,Cauro,1060,27.85,0.04,7.46,5.45,0.9,9.21,0.23,2.1,9.17,1.15
-0.11903439,0.8189862,Cauroir,515,5.62,1.96,9.57,3.66,2.79,7.3,5.77,6.68,1.93,3.28
-0.108016506,0.80289483,Cauroy,194,17.5,1.96,6.66,1.73,0.73,7.94,3.32,8.24,7.99,9.9
-0.11411764,0.80370307,Cauroy-lès-Hermonville,372,10.19,7.52,6.79,0.12,1.93,5.14,0.28,3.69,2.8,6.97
-0.1643649,0.73228556,Cause-de-Clérans,310,14.47,1.63,6.13,8.97,9.06,9.54,3.05,4.89,5.5,3.59
-0.15587626,0.718374,Caussade,5971,45.98,3.79,8.94,4.37,3.32,9.63,4.64,9.26,5.28,5.09
-0.17674641,0.71062684,Caussade-Rivière,104,6.25,6.11,1.05,0.96,1.6,9.21,4.78,8.86,0.24,1.77
-0.13355169,0.7131062,Causse-Bégon,23,7.64,7.48,4.23,2.84,9.42,4.35,9.51,6.57,0.9,3.72
-0.13058135,0.708167,Causse-de-la-Selle,291,,6.1,1.82,,1.97,5.09,0.93,5.49,7.83,2.29
-0.14851397,0.7236306,Causse-et-Diège,624,30.01,6.73,5.77,9.31,0.68,8.0,2.27,5.38,5.94,0.3
-0.17031808,0.7170373,Caussens,549,13.41,8.32,2.35,5.4,5.01,2.9,0.06,2.15,8.78,3.62
-0.13843733,0.7034911,Causses-et-Veyran,546,17.89,5.79,3.33,0.89,0.16,7.44,2.68,1.06,3.23,8.3
-0.13742231,0.7047059,Caussiniojouls,117,10.52,0.54,7.01,9.99,0.98,7.97,4.87,9.87,6.21,2.25
-0.08991528,0.70234305,Caussols,150,27.67,0.94,0.24,1.18,5.27,1.75,5.15,5.42,4.44,1.6
-0.15647864,0.69387615,Caussou,84,15.87,1.48,6.16,3.15,1.97,5.37,3.32,5.77,7.42,1.61
-0.18037198,0.70018816,Cauterets,1305,158.71,3.81,7.81,7.31,3.54,9.48,5.4,0.31,2.44,6.87
-0.15080173,0.80950665,Cauverville-en-Roumois,171,3.31,0.99,6.47,5.91,6.56,7.8,7.42,8.93,8.98,2.45
-0.1619567,0.80616844,Cauvicourt,367,9.69,4.26,2.84,7.08,9.01,2.33,4.28,7.1,5.92,8.66
-0.1747739,0.72626877,Cauvignac,107,5.53,2.43,3.44,7.51,0.5,9.32,1.18,0.71,4.2,3.78
-0.13304268,0.80562997,Cauvigny,1199,17.44,7.81,0.35,5.32,0.8,5.28,4.77,0.25,3.1,0.22
-0.16573128,0.8051497,Cauville,126,5.92,3.24,3.84,1.31,9.86,0.17,4.91,7.75,2.02,0.39
-0.15578683,0.81479913,Cauville-sur-Mer,1243,11.33,4.14,2.18,6.62,3.03,0.63,1.5,9.24,7.84,9.7
-0.13480937,0.703542,Caux,1968,25.0,4.52,1.04,3.87,3.51,7.73,1.55,8.31,4.68,3.02
-0.14953157,0.7007959,Caux-et-Sauzens,739,9.19,2.44,6.64,0.39,5.38,5.03,7.93,2.04,6.06,2.27
-0.1640571,0.72177577,Cauzac,365,14.67,4.46,2.75,4.77,9.12,7.69,5.96,7.92,7.32,3.16
-0.15217452,0.73271775,Cavagnac,432,10.35,2.3,8.43,3.94,4.43,5.73,3.78,0.02,3.72,4.96
-0.113133766,0.70638686,Cavaillon,24563,45.99,9.15,1.98,0.37,6.4,1.41,3.1,0.33,6.01,1.81
-0.095520206,0.6929126,Cavalaire-sur-Mer,5237,17.01,8.3,1.25,7.92,4.68,2.85,6.88,3.39,3.38,6.33
-0.19782569,0.80713874,Cavan,1129,16.82,8.58,6.67,7.72,4.89,1.52,0.98,4.4,6.27,8.59
-0.14878839,0.69968086,Cavanac,665,9.0,0.93,9.6,0.19,5.9,9.39,1.38,5.23,9.31,4.59
-0.16532162,0.7293417,Cavarc,147,11.99,5.95,2.5,9.78,0.2,4.43,9.36,9.33,3.93,2.89
-0.122855395,0.70751,Caveirac,3099,15.36,7.85,5.23,1.48,1.63,3.82,1.83,4.4,4.03,0.67
-0.14118737,0.6943711,Caves,357,9.04,3.44,0.55,2.25,0.66,5.68,1.96,3.52,4.8,5.77
-0.1765172,0.73873955,Cavignac,1190,6.69,6.71,9.34,9.08,8.92,7.17,1.42,1.88,8.75,0.22
-0.1709045,0.81057274,Cavigny,243,6.85,6.77,9.2,4.41,7.27,4.49,9.2,8.3,2.84,8.55
-0.118951716,0.7120852,Cavillargues,645,11.15,6.57,8.69,9.2,5.96,9.83,3.76,1.37,7.51,2.43
-0.13317369,0.8166299,Cavillon,94,5.49,4.28,5.06,1.44,8.25,8.92,4.61,3.78,4.74,9.89
-0.13268732,0.8253565,Cavron-Saint-Martin,402,11.94,2.74,2.74,0.74,1.88,1.53,6.17,5.9,5.39,3.41
-0.1575152,0.6944629,Caychax,18,5.66,5.75,8.69,1.63,8.37,3.3,2.06,6.29,4.87,7.18
-0.12772892,0.8140226,Cayeux-en-Santerre,79,5.44,9.52,8.22,4.53,7.56,7.44,0.78,5.25,1.54,4.53
-0.13891664,0.8222033,Cayeux-sur-Mer,2781,27.64,6.04,4.62,9.11,9.79,1.43,8.31,4.82,1.63,1.73
-0.15274811,0.71916884,Caylus,1324,97.16,1.55,7.61,2.29,7.91,4.35,4.69,1.94,5.38,6.0
-0.15695457,0.7174069,Cayrac,366,6.22,5.94,8.65,5.58,4.76,4.65,7.05,2.42,7.2,8.29
-0.12592688,0.7272415,Cayres,613,29.24,3.14,4.38,4.23,6.01,2.98,0.69,7.99,1.49,5.25
-0.15479009,0.7191688,Cayriech,208,7.82,1.65,3.68,8.49,4.51,0.02,7.94,9.25,6.15,3.63
-0.14541721,0.728498,Cayrols,227,9.42,7.26,2.65,7.52,1.46,0.19,3.86,5.48,9.19,7.64
-0.16566706,0.70563257,Cazac,81,6.29,4.63,6.31,6.34,0.15,4.58,3.96,9.92,9.56,7.57
-0.17893036,0.7257259,Cazalis,179,47.03,9.93,7.66,9.87,5.48,0.69,4.89,5.18,0.83,3.52
-0.1848065,0.7141663,Cazalis,134,5.17,3.53,2.26,4.48,5.4,9.16,3.51,5.79,6.48,4.97
-0.15347406,0.7009479,Cazalrenoux,84,13.78,2.51,4.17,9.96,9.16,9.36,6.62,7.19,0.85,5.13
-0.15381002,0.7172689,Cazals,159,11.43,2.84,0.97,2.78,4.02,4.87,0.14,1.47,1.09,9.71
-0.15834717,0.7273011,Cazals,576,,1.85,4.82,,8.27,3.48,8.58,6.2,1.75,6.99
-0.15380393,0.6990481,Cazals-des-Baylès,36,4.7,9.07,0.66,7.68,7.76,1.37,5.69,9.81,6.92,7.56
-0.17195609,0.69709677,Cazaril-Laspènes,19,2.42,1.16,9.33,5.76,2.82,2.73,8.06,9.22,1.37,6.41
-0.17117137,0.7037593,Cazaril-Tambourès,99,7.02,2.55,8.18,9.2,8.04,2.58,0.53,2.01,0.97,7.18
-0.17141211,0.6997813,Cazarilh,32,3.15,0.01,9.02,0.33,3.98,9.86,4.95,2.92,8.38,9.67
-0.17638162,0.72751224,Cazats,224,7.5,8.44,1.87,3.05,7.94,8.4,8.74,5.99,4.19,3.18
-0.17645341,0.71800494,Cazaubon,1545,56.01,1.87,7.91,7.17,7.69,8.65,6.89,4.69,3.2,5.55
-0.1729917,0.73120064,Cazaugitat,223,14.45,4.75,1.58,0.6,4.87,3.84,8.85,9.65,7.35,7.56
-0.16942231,0.6999435,Cazaunous,47,4.71,4.54,2.04,4.02,8.42,2.48,1.44,9.87,5.63,8.9
-0.15939708,0.6993799,Cazaux,44,7.39,5.28,2.34,7.8,1.77,0.22,7.73,6.1,7.59,1.27
-0.17326206,0.7125182,Cazaux-d'Anglès,116,12.54,0.47,1.81,9.99,0.01,3.98,1.63,0.46,5.48,4.43
-0.17409927,0.6990685,Cazaux-Debat,12,1.6,6.95,2.98,1.97,8.48,7.04,7.11,1.02,4.02,1.61
-0.1738612,0.6979741,Cazaux-Fréchet-Anéran-Camors,44,12.82,5.28,8.13,0.75,5.98,8.68,9.51,5.75,3.91,7.16
-0.17134601,0.698184,Cazaux-Layrisse,86,2.73,1.03,3.82,3.95,1.58,0.55,5.02,6.03,3.28,3.76
-0.16461197,0.708903,Cazaux-Savès,138,,6.67,6.38,,8.8,0.07,6.44,1.04,8.71,8.93
-0.17500839,0.7091986,Cazaux-Villecomtal,83,4.07,3.68,5.86,9.87,0.3,3.8,1.37,8.39,2.03,1.01
-0.1654617,0.6995131,Cazavet,181,18.17,0.65,6.89,0.98,1.54,6.8,5.76,3.23,7.28,8.61
-0.17254941,0.69730747,Cazeaux-de-Larboust,81,21.61,3.88,9.62,6.7,6.88,8.14,0.26,3.71,8.59,5.87
-0.13935396,0.7027171,Cazedarnes,394,,6.19,9.07,,0.35,5.93,0.85,7.8,3.17,4.13
-0.15797974,0.69537205,Cazenave-Serres-et-Allens,49,16.39,8.69,9.27,1.57,0.72,8.13,6.7,6.31,7.92,8.62
-0.17374316,0.7165491,Cazeneuve,127,8.26,7.93,5.03,7.32,5.11,6.23,8.22,0.08,4.78,5.49
-0.1672336,0.70301366,Cazeneuve-Montaut,54,4.66,0.21,4.14,2.43,2.86,4.44,9.52,3.98,5.73,9.91
-0.16431463,0.70292777,Cazères,3260,19.85,0.71,1.06,4.92,7.99,9.17,1.51,5.46,2.18,2.47
-0.18007998,0.7156313,Cazères-sur-l'Adour,862,30.42,5.76,4.14,5.8,5.58,2.22,5.14,8.78,5.58,0.77
-0.159826,0.7201903,Cazes-Mondenard,1237,58.46,1.18,9.67,7.01,8.63,4.38,6.99,3.14,5.74,5.41
-0.12892051,0.7073222,Cazevieille,118,16.28,2.06,8.05,9.15,1.7,5.78,2.74,0.59,6.93,2.52
-0.16268693,0.72368205,Cazideroque,264,12.09,9.72,0.05,5.7,2.08,0.8,4.0,8.11,0.67,8.96
-0.14833342,0.6998345,Cazilhac,1449,4.11,6.48,9.88,1.68,0.42,3.95,3.16,0.54,7.92,4.68
-0.12970495,0.7100479,Cazilhac,1161,11.8,2.2,6.19,2.93,4.63,5.84,7.55,7.28,7.76,9.03
-0.15259738,0.7325378,Cazillac,345,18.98,0.8,6.97,3.77,2.96,9.8,9.71,7.76,8.59,0.44
-0.15507698,0.73095953,Cazoulès,436,3.69,4.58,1.68,0.4,5.24,0.53,2.34,7.36,7.17,7.38
-0.13369243,0.703383,Cazouls-d'Hérault,272,4.33,7.4,6.7,8.2,2.04,3.92,4.3,7.05,1.15,8.95
-0.13843748,0.7020545,Cazouls-lès-Béziers,3321,38.4,7.19,5.42,5.41,0.73,0.88,7.89,6.44,6.99,9.24
-0.1678703,0.79748744,Ceaucé,1248,41.75,1.89,9.15,5.44,3.89,5.74,6.98,2.91,6.4,0.06
-0.14857596,0.75891584,Ceaulmont,651,17.56,1.51,6.59,4.72,5.43,0.32,4.79,2.22,6.85,2.7
-0.1759932,0.80161184,Céaux,379,8.53,4.92,5.83,7.55,3.75,9.79,2.84,9.88,8.72,0.39
-0.1260629,0.7318149,Céaux-d'Allègre,412,32.57,1.3,3.76,6.59,3.89,8.7,1.77,9.75,9.7,0.15
-0.16513763,0.75823194,Ceaux-en-Couhé,493,16.27,0.97,8.84,0.57,9.11,6.35,1.31,5.98,4.39,6.01
-0.16277778,0.7703333,Ceaux-en-Loudun,579,28.79,6.02,0.99,6.67,4.16,7.3,8.84,8.48,1.86,4.61
-0.14003862,0.70248115,Cébazan,343,13.06,8.41,4.93,2.5,9.26,9.98,0.33,6.3,3.65,5.01
-0.13228777,0.74411273,Cébazat,7800,10.14,9.82,2.22,3.19,4.06,9.62,6.1,9.92,9.67,3.86
-0.10657752,0.7872291,Ceffonds,586,36.47,6.37,1.53,5.69,3.58,8.03,4.98,4.08,4.54,8.35
-0.10282602,0.7453822,Ceignes,230,10.22,9.3,9.56,8.07,0.07,4.2,8.34,9.56,1.35,8.47
-0.1372922,0.7091203,Ceilhes-et-Rocozels,256,27.94,4.04,4.84,4.71,7.21,6.3,8.72,7.11,4.7,9.31
-0.089892015,0.7185343,Ceillac,276,96.25,9.7,4.76,1.12,0.17,6.76,7.96,2.53,9.88,7.46
-0.12776513,0.7403063,Ceilloux,151,9.1,5.48,2.56,5.8,6.62,7.48,1.53,6.16,8.19,8.96
-0.09044241,0.78631574,Ceintrey,741,,4.99,4.46,,2.9,2.54,5.71,1.86,0.37,1.07
-0.15396617,0.7831116,Cellé,270,12.68,5.45,4.79,0.22,5.02,5.6,9.31,1.11,2.04,3.06
-0.16528465,0.7601258,Celle-Lévescault,1060,42.91,3.85,3.74,2.15,6.48,8.74,6.63,5.61,6.42,6.17
-0.16459255,0.7505362,Cellefrouin,508,40.13,8.85,9.61,9.21,2.26,8.01,9.63,9.59,4.04,1.32
-0.17464522,0.7473208,Celles,251,5.98,3.42,5.69,8.91,1.58,5.48,6.65,4.84,5.6,2.07
-0.16619831,0.74026364,Celles,552,27.98,7.55,3.2,9.63,4.93,5.12,0.23,4.09,0.81,0.28
-0.1347784,0.7062684,Celles,20,7.66,0.38,9.15,5.45,3.82,7.47,5.77,3.89,6.71,1.8
-0.15758127,0.6966621,Celles,134,10.39,0.11,1.36,3.01,2.92,1.67,6.94,8.84,0.69,3.66
-0.13580881,0.7320984,Celles,239,18.27,3.12,1.63,3.81,0.76,8.22,3.14,5.86,7.51,7.0
-0.09875376,0.776504,Celles-en-Bassigny,81,8.95,5.45,3.44,3.29,0.32,6.23,5.59,8.96,6.27,0.48
-0.11890538,0.7983927,Celles-lès-Condé,77,,9.53,1.17,,6.82,9.54,1.26,4.69,6.67,2.97
-0.11895974,0.80538964,Celles-sur-Aisne,205,6.13,3.58,3.36,9.1,0.38,4.19,7.07,8.5,6.45,1.06
-0.1705617,0.7582341,Celles-sur-Belle,3480,37.64,3.53,6.86,6.32,7.72,1.11,6.81,9.64,7.59,9.66
-0.12579723,0.7436555,Celles-sur-Durolle,1914,38.86,9.08,0.9,9.33,8.18,4.53,0.58,5.64,7.37,7.91
-0.111608155,0.7808919,Celles-sur-Ource,455,9.6,5.88,7.36,9.62,0.36,0.26,7.91,5.04,4.87,2.49
-0.08153696,0.7841857,Celles-sur-Plaine,840,20.18,7.98,1.85,9.26,9.15,0.69,5.99,7.45,4.68,3.38
-0.14796194,0.7765951,Cellettes,2138,20.94,1.97,9.32,1.39,3.05,4.23,8.28,3.73,1.45,9.93
